variables
"actualLoss, CLTVoriginal, channel, creditScore, currentLoanDelinquencyStatus, DebtToIncomeRatioOriginal, dueDateOfLastPaidInstallment, expenses, firstPaymentDate, firstTimeHomeBuyerFlag, interestRateCurrent, interestRateOriginal, legalCosts, loanAge, loanPurpose, loanSequenceNumber, loanTermOriginal, maintenanceAndPreservationCosts, maturityDate, metropolitanDivisionOrMSA, miRecoveries, miscellaneousExpenses, modificationCost, modificationFlag, monthlyReportingPeriod, mortgageInsurancePercentage, netSalesProceeds, nonMiRecoveries, numberOfBorrowers, numberOfUnits, occupancyStatus, postalCode, preHarpLoanSequenceNumber , prepaymentPenaltyMortgageFlag, productType, propertyState, propertyType, remainingMonthToLegalMaturity, repurchaseFlag, sellerName, servicerName, superConformingFlag, taxesAndInsurance, UPBactual, UPBdeferred, UPBoriginal, zeroBalanceCode, zeroBalanceEffectiveDate"
"LTV, CLTV, paymentToIncome"
"creditScore, balanceCheckingAccount, balanceSavingsAccount"
"LTV, creditScore"
"creditScore, creditScoreOriginal, creditScoreCoborrower, CLTVoriginal, DebtToIncomeRatioOriginal, numberOfBorrowers, propertyState, postalCode, numberOfUnits, interestRateOriginal, UPBoriginal"
"creditScore, interestRateCurrent, interestRateOriginal, DownPaymentRatio"
"UPBactual, UPBoriginal, LTVoriginal, interestRateOriginal, creditScore"
"LTV, LTVoriginal, creditScore, UPBactual, UPBoriginal, propertyState, DebtToIncomeRatioOriginal, interestRateCurrent, creditScoreOriginal"
"creditScore, DebtToIncomeRatioOriginal, loanTermOriginal, LTVoriginal, interestRateOriginal, UPBoriginal, productType, propertyType, prepaymentPenaltyMortgageFlag, postalCode, propertyState, interestRateCurrent"
"postalCode, numberOfUnits, occupancyStatus, propertyState"
"creditScore, LTV, currentLoanDelinquencyStatus"
"DebtToIncomeRatioOriginal, loanAge, interestRateCurrent, loanPurpose, modificationFlag, postalCode, productType, numberOfBorrowers, numberOfUnits"
"LTV, LTVoriginal, creditScore"
creditScore
"creditScore, LTV, CLTV, loanAge, prepaymentPenaltyMortgageFlag"
"creditScore, propertyState, postalCode"
"creditScore, loanAge, interestRateCurrent, interestRateOriginal, LTV, LTVoriginal, modificationFlag, currentLoanDelinquencyStatus"
"creditScore, DebtToIncomeRatioCurrent, DebtToIncomeRatioOriginal, propertyState, LTV, LTVoriginal, interestRateOriginal"
creditScore
"LTV, LTVoriginal, UPBactual, UPBoriginal, interestRateCurrent, interestRateOriginal, numberOfBorrowers, currentLoanDelinquencyStatus, creditScore, creditScoreOriginal, propertyState, postalCode, CLTV, CLTVoriginal, DebtToIncomeRatioCurrent"
"LTV, paymentToIncome"
"LTV, UPBactual"
"creditScore, LTV, creditScoreOriginal, LTVoriginal"
"creditScore, creditScoreOriginal, LTV, LTVoriginal"
"CLTV, CLTVoriginal, creditScore, creditScoreOriginal, loanPurpose, occupancyStatus, numberOfBorrowers, loanAge, preHarpLoanSequenceNumber , UPBoriginal"
"creditScore, creditScoreOriginal, LTV, LTVoriginal"
"CLTV, CLTVoriginal, creditScore, creditScoreOriginal, DebtToIncomeRatioCurrent"
"creditScore, creditScoreOriginal, LTV, CLTVoriginal, loanAge, interestRateOriginal, interestRateCurrent"
"LTV, LTVoriginal, CLTV, CLTVoriginal, creditScore, creditScoreOriginal"
"creditScore, creditScoreOriginal, LTV, CLTVoriginal"
"LTV, paymentToIncome"
"LTV, LTVoriginal, creditScore, creditScoreOriginal"
"LTV, LTVoriginal, interestRateCurrent, interestRateOriginal, UPBoriginal"
